text,label,pmid,pmcid,fetching_date,cui,normalized_name,normalization_source,url
dendrimer,SIMPLE_CHEMICAL,40293953,40293953,2025-08-18 16:17:01.741,C1563732,Dendrimers,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1563732
malignant cells,CELL,40293953,40293953,2025-08-18 16:17:01.741,C0334227,"Tumor cells, malignant",SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0334227
breast cancer,CANCER,40293953,40293953,2025-08-18 16:17:01.741,C0006142,Malignant neoplasm of breast,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006142
lung cancer,CANCER,40293953,40293953,2025-08-18 16:17:01.741,C0242379,Malignant neoplasm of lung,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0242379
hepatocellular cancer,CANCER,40293953,40293953,2025-08-18 16:17:01.741,C0345904,Malignant neoplasm of liver,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0345904
colorectal cancer,CANCER,40293953,40293953,2025-08-18 16:17:01.741,C0009402,Colorectal Carcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0009402
gastric cancer,CANCER,40293953,40293953,2025-08-18 16:17:01.741,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
prostate cancer,CANCER,40293953,40293953,2025-08-18 16:17:01.741,C0376358,Malignant neoplasm of prostate,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0376358
glioblastoma,CANCER,40293953,40293953,2025-08-18 16:17:01.741,C0017636,Glioblastoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0017636
pamam dendrimer,SIMPLE_CHEMICAL,40293953,40293953,2025-08-18 16:17:01.741,C1609342,PAMAM dendrimer,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1609342
humans male,ORGANISM,40293658,40293658,2025-08-18 16:17:01.829,C0086582,Males,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0086582
dexamethasone,SIMPLE_CHEMICAL,40293658,40293658,2025-08-18 16:17:01.829,C0011777,dexamethasone,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0011777
neoplasm,CANCER,40293658,40293658,2025-08-18 16:17:01.829,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
palonosetron,SIMPLE_CHEMICAL,40293658,40293658,2025-08-18 16:17:01.829,C0220578,palonosetron,RXNORM,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0220578
stomach neoplasms trastuzumab,CANCER,40293658,40293658,2025-08-18 16:17:01.829,,,,
camptothecin,SIMPLE_CHEMICAL,40293658,40293658,2025-08-18 16:17:01.829,C0006812,Camptothecin,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006812
gastric cancer phase 2,CANCER,40293658,40293658,2025-08-18 16:17:01.829,,,,
trastuzumab,SIMPLE_CHEMICAL,40293658,40293658,2025-08-18 16:17:01.829,C0728747,trastuzumab,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0728747
t-dxd,CANCER,40293658,40293658,2025-08-18 16:17:01.829,C4726900,trastuzumab deruxtecan,RXNORM,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4726900
human epidermal growth factor receptor-2,ORGANISM,40293658,40293658,2025-08-18 16:17:01.829,C3496586,"epidermal growth factor receptor 2, human",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3496586
gastric cancer,CANCER,40293658,40293658,2025-08-18 16:17:01.829,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
patients,ORGANISM,40293658,40293658,2025-08-18 16:17:01.829,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
advanced/recurrent gastric cancer,CANCER,40293658,40293658,2025-08-18 16:17:01.829,,,,
humans stomach neoplasms oxaliplatin male esophagogastric,ORGANISM,40293495,40293495,2025-08-18 16:17:01.918,,,,
nivolumab,SIMPLE_CHEMICAL,40293495,40293495,2025-08-18 16:17:01.918,C3657270,nivolumab,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3657270
paclitaxel,SIMPLE_CHEMICAL,40293495,40293495,2025-08-18 16:17:01.918,C0144576,paclitaxel,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0144576
esophageal neoplasms progression-free,CANCER,40293495,40293495,2025-08-18 16:17:01.918,,,,
gastric cancer,CANCER,40293495,40293495,2025-08-18 16:17:01.918,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
oxaliplatin paclitaxel,SIMPLE_CHEMICAL,40293495,40293495,2025-08-18 16:17:01.918,C0879353,Oxaliplatin/Paclitaxel,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0879353
albumin-bound,SIMPLE_CHEMICAL,40293495,40293495,2025-08-18 16:17:01.918,C0806068,Albumin bound estradiol,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0806068
oxaliplatin-based,SIMPLE_CHEMICAL,40293495,40293495,2025-08-18 16:17:01.918,,,,
oxaliplatin,SIMPLE_CHEMICAL,40293495,40293495,2025-08-18 16:17:01.918,C0069717,oxaliplatin,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0069717
first-line,SIMPLE_CHEMICAL,40293495,40293495,2025-08-18 16:17:01.918,C1708063,First line treatment,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1708063
gastroesophageal,CELLULAR_COMPONENT,40293495,40293495,2025-08-18 16:17:01.918,C0744316,gastroesophageal,CHV,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0744316
cancer,CANCER,40293495,40293495,2025-08-18 16:17:01.918,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
humans stomach neoplasms tumor microenvironment myofibroblasts gastric cancer intra‐tumoural,ORGANISM,40292733,40292733,2025-08-18 16:17:02.008,,,,
myofibroblasts tumour immune microenvironment gastric cancer,CANCER,40292733,40292733,2025-08-18 16:17:02.008,,,,
cancer cells,CELL,40292733,40292733,2025-08-18 16:17:02.008,C0334227,"Tumor cells, malignant",SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0334227
multicellular,CELL,40292733,40292733,2025-08-18 16:17:02.008,C1513731,Multicellular Process,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1513731
tumour,CANCER,40292733,40292733,2025-08-18 16:17:02.008,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
intra-tumoural,CANCER,40292733,40292733,2025-08-18 16:17:02.008,C0198656,Destruction of intra-abdominal tumor,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0198656
myofibroblasts,CELL,40292733,40292733,2025-08-18 16:17:02.008,C0225360,Myofibroblasts,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0225360
gastric cancer,CANCER,40292733,40292733,2025-08-18 16:17:02.008,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
helicobacter pylori helicobacter,ORGANISM,40292064,40292064,2025-08-18 16:17:02.093,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
humans nanoparticles antibiotic,ORGANISM,40292064,40292064,2025-08-18 16:17:02.093,,,,
nanoparticles,CELL,40292064,40292064,2025-08-18 16:17:02.093,C1450054,Artificial nanoparticles,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1450054
helicobacter pylori,ORGANISM,40292064,40292064,2025-08-18 16:17:02.093,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
humans helicobacter,ORGANISM,40289740,40289740,2025-08-18 16:17:02.176,,,,
korea male helicobacter pylori,ORGANISM,40289740,40289740,2025-08-18 16:17:02.176,,,,
clarithromycin,SIMPLE_CHEMICAL,40289740,40289740,2025-08-18 16:17:02.176,C0055856,clarithromycin,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0055856
humans organoids stomach neoplasms tumor,ORGANISM,40287758,40287758,2025-08-18 16:17:02.260,,,,
antitumor immune,CANCER,40287758,40287758,2025-08-18 16:17:02.260,C5918871,"SHIITAKE MUSHROOM 15 g in 100 g ORAL LIQUID [SALANA 153 (Blood circulation, Cytothesis, Thrombolysis, Immunity boost, An antitumor, Antiinflammatory, Regulatory action, Inhibitory action, Exocytosis)]",MTHSPL,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5918871
tumor,CANCER,40287758,40287758,2025-08-18 16:17:02.260,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancer,CANCER,40287758,40287758,2025-08-18 16:17:02.260,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
patient,ORGANISM,40287758,40287758,2025-08-18 16:17:02.260,C1705908,Veterinary Patient,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1705908
organoids,CELL,40287758,40287758,2025-08-18 16:17:02.260,C0029250,Organoids,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0029250
cancer,CANCER,40287758,40287758,2025-08-18 16:17:02.260,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
disease,CANCER,40287758,40287758,2025-08-18 16:17:02.260,C0012634,Disease,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012634
organoid,CELL,40287758,40287758,2025-08-18 16:17:02.260,C0029250,Organoids,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0029250
patients,ORGANISM,40287758,40287758,2025-08-18 16:17:02.260,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
intratumoral,IMMATERIAL_ANATOMICAL_ENTITY,40287758,40287758,2025-08-18 16:17:02.260,C1517564,Intratumoral,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1517564
humans probiotics stomach neoplasms,ORGANISM,40281451,40281451,2025-08-18 16:17:02.356,,,,
gastric cancer,CANCER,40281451,40281451,2025-08-18 16:17:02.356,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
malignant tumor,CANCER,40281451,40281451,2025-08-18 16:17:02.356,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
gastric cancer patients,CANCER,40281451,40281451,2025-08-18 16:17:02.356,C3533302,Functional assessment of cancer therapy for patients with gastric cancer questionnaire - version 4,LNC,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3533302
patients,ORGANISM,40281451,40281451,2025-08-18 16:17:02.356,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
antitumor,CANCER,40281451,40281451,2025-08-18 16:17:02.356,C2986475,Antitumor,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2986475
intestinal,ORGAN,40281451,40281451,2025-08-18 16:17:02.356,C0021853,Intestines,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0021853
abdominal,PATHOLOGICAL_FORMATION,40281451,40281451,2025-08-18 16:17:02.356,C5200941,Abdominal (qualifier value),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5200941
nact,CANCER,40281451,40281451,2025-08-18 16:17:02.356,C1427906,SLC13A5 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1427906
humans stomach neoplasms,ORGANISM,40281132,40281132,2025-08-18 16:17:02.452,,,,
neoplastic biomarkers,CANCER,40281132,40281132,2025-08-18 16:17:02.452,,,,
tumor,CANCER,40281132,40281132,2025-08-18 16:17:02.452,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancer,CANCER,40281132,40281132,2025-08-18 16:17:02.452,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
migrasomes,CANCER,40281132,40281132,2025-08-18 16:17:02.452,C5451523,migrasome,GO,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5451523
extracellular vesicle,IMMATERIAL_ANATOMICAL_ENTITY,40281132,40281132,2025-08-18 16:17:02.452,C3894683,Extracellular Vesicles,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3894683
cancer,CANCER,40281132,40281132,2025-08-18 16:17:02.452,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
patient,ORGANISM,40281132,40281132,2025-08-18 16:17:02.452,C1705908,Veterinary Patient,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1705908
patients,ORGANISM,40281132,40281132,2025-08-18 16:17:02.452,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
tcga,CANCER,40281132,40281132,2025-08-18 16:17:02.452,C5669547,TCGA Data Coordinating Center Archive,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5669547
ac012055.1,CANCER,40281132,40281132,2025-08-18 16:17:02.452,,,,
ac053503.4,GENE_OR_GENE_PRODUCT,40281132,40281132,2025-08-18 16:17:02.452,,,,
ac107021.2,GENE_OR_GENE_PRODUCT,40281132,40281132,2025-08-18 16:17:02.452,,,,
immune cell,CELL,40281132,40281132,2025-08-18 16:17:02.452,C4330475,Immune Cell,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4330475
humans stomach neoplasms tumor,ORGANISM,40281016,40281016,2025-08-18 16:17:02.554,,,,
female,ORGANISM,40281016,40281016,2025-08-18 16:17:02.554,C1705498,Female Phenotype,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1705498
tumor,CANCER,40281016,40281016,2025-08-18 16:17:02.554,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
neoplastic dna,CANCER,40281016,40281016,2025-08-18 16:17:02.554,,,,
gastric cancer immune microenvironment immunotherapy molecular,CANCER,40281016,40281016,2025-08-18 16:17:02.554,,,,
gastric cancer,CANCER,40281016,40281016,2025-08-18 16:17:02.554,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
cancer-related,CANCER,40281016,40281016,2025-08-18 16:17:02.554,C2826292,Related to Cancer,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2826292
patients,ORGANISM,40281016,40281016,2025-08-18 16:17:02.554,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
samples,CANCER,40281016,40281016,2025-08-18 16:17:02.554,C0871429,Statistical Samples,PSY,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0871429
dna,CELLULAR_COMPONENT,40281016,40281016,2025-08-18 16:17:02.554,C0012854,DNA,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012854
cs1,GENE_OR_GENE_PRODUCT,40281016,40281016,2025-08-18 16:17:02.554,C1427539,SLAMF7 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1427539
cs2,GENE_OR_GENE_PRODUCT,40281016,40281016,2025-08-18 16:17:02.554,C1424969,CLSTN2 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1424969
cathepsin v,GENE_OR_GENE_PRODUCT,40281016,40281016,2025-08-18 16:17:02.554,C0764137,cathepsin V,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0764137
ctsv,GENE_OR_GENE_PRODUCT,40281016,40281016,2025-08-18 16:17:02.554,C1413816,CTSV gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1413816
tumor immune,CANCER,40281016,40281016,2025-08-18 16:17:02.554,C4727342,Tumor-Infiltrating Immune Cell,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4727342
intratumor,CANCER,40281016,40281016,2025-08-18 16:17:02.554,C1517565,Intratumoral Route of Administration,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1517565
disease,CANCER,40281016,40281016,2025-08-18 16:17:02.554,C0012634,Disease,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012634
stomach neoplasms,CANCER,40280928,40280928,2025-08-18 16:17:02.810,C0038356,Stomach Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0038356
humans immune checkpoint inhibitors t-box domain proteins programmed cell death 1 receptor mice t-bet transcription factor tumor,ORGANISM,40280928,40280928,2025-08-18 16:17:02.810,,,,
lymphocytes,CELL,40280928,40280928,2025-08-18 16:17:02.810,C1550651,Specimen Type - Lymphocytes,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1550651
tumor-infiltrating cell line,CELL,40280928,40280928,2025-08-18 16:17:02.810,,,,
tumor,CANCER,40280928,40280928,2025-08-18 16:17:02.810,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancers,CANCER,40280928,40280928,2025-08-18 16:17:02.810,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
ici,SIMPLE_CHEMICAL,40280928,40280928,2025-08-18 16:17:02.810,C0700621,ICI-46474,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0700621
gcs,GENE_OR_GENE_PRODUCT,40280928,40280928,2025-08-18 16:17:02.810,C1690444,GCS-100,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1690444
gcs,CELL,40280928,40280928,2025-08-18 16:17:02.810,C1690444,GCS-100,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1690444
icis,GENE_OR_GENE_PRODUCT,40280928,40280928,2025-08-18 16:17:02.810,C2829906,MTUS2 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2829906
ici,GENE_OR_GENE_PRODUCT,40280928,40280928,2025-08-18 16:17:02.810,C0700621,ICI-46474,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0700621
gcs,CANCER,40280928,40280928,2025-08-18 16:17:02.810,C1690444,GCS-100,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1690444
ici-sensitive gcs,CANCER,40280928,40280928,2025-08-18 16:17:02.810,,,,
t-bet+ cd8,GENE_OR_GENE_PRODUCT,40280928,40280928,2025-08-18 16:17:02.810,,,,
t cell,CANCER,40280928,40280928,2025-08-18 16:17:02.810,C0039194,T-Lymphocyte,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0039194
t-bet+ cd8,CANCER,40280928,40280928,2025-08-18 16:17:02.810,,,,
t cells,CELL,40280928,40280928,2025-08-18 16:17:02.810,C0039194,T-Lymphocyte,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0039194
anti-tumor,CANCER,40280928,40280928,2025-08-18 16:17:02.810,C0003392,Antineoplastic Agents,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0003392
infiltrate tumors,CANCER,40280928,40280928,2025-08-18 16:17:02.810,C0079722,"Lymphocytes, Tumor-Infiltrating",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079722
mouse,ORGANISM,40280928,40280928,2025-08-18 16:17:02.810,C1331371,Mouse (rodent),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1331371
t-bet+ t,GENE_OR_GENE_PRODUCT,40280928,40280928,2025-08-18 16:17:02.810,C5886932,T-bet Transcription Factor,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5886932
pd-l1,GENE_OR_GENE_PRODUCT,40280928,40280928,2025-08-18 16:17:02.810,C4284303,PD-L1 Positive,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4284303
tumor cells,CELL,40280928,40280928,2025-08-18 16:17:02.810,C5551176,Tumor cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5551176
t-bet,GENE_OR_GENE_PRODUCT,40280928,40280928,2025-08-18 16:17:02.810,C1420610,TBX21 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1420610
humans stomach neoplasms pten phosphohydrolase hyaluronan receptors,ORGANISM,40280031,40280031,2025-08-18 16:17:03.055,,,,
neoplasm tumor,CANCER,40280031,40280031,2025-08-18 16:17:03.055,C0815116,lung or tumor neoplasm,AOD,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0815116
p53 cell line,GENE_OR_GENE_PRODUCT,40280031,40280031,2025-08-18 16:17:03.055,,,,
tumor adenocarcinoma,CANCER,40280031,40280031,2025-08-18 16:17:03.055,C5909443,Pancreatic Mixed Ductal Adenocarcinoma-Neuroendocrine Tumor,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5909443
neoplastic antineoplastic agents,CANCER,40280031,40280031,2025-08-18 16:17:03.055,,,,
cell,CELL,40280031,40280031,2025-08-18 16:17:03.055,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
tumor,CANCER,40280031,40280031,2025-08-18 16:17:03.055,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
cd44,GENE_OR_GENE_PRODUCT,40280031,40280031,2025-08-18 16:17:03.055,C0243982,CD44 Antigens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0243982
pten,GENE_OR_GENE_PRODUCT,40280031,40280031,2025-08-18 16:17:03.055,C0694888,PTEN gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0694888
p53 gastric adenocarcinoma,GENE_OR_GENE_PRODUCT,40280031,40280031,2025-08-18 16:17:03.055,,,,
gac,SIMPLE_CHEMICAL,40280031,40280031,2025-08-18 16:17:03.055,C1415112,GLS gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1415112
tsgs,CELLULAR_COMPONENT,40280031,40280031,2025-08-18 16:17:03.055,C0290381,"TSG protein, Drosophila",MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0290381
gac,GENE_OR_GENE_PRODUCT,40280031,40280031,2025-08-18 16:17:03.055,C1415112,GLS gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1415112
cancer,CANCER,40280031,40280031,2025-08-18 16:17:03.055,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
human gac cell line,ORGANISM,40280031,40280031,2025-08-18 16:17:03.055,,,,
crispr/cas9,ORGANISM,40280031,40280031,2025-08-18 16:17:03.055,C4724882,CRISPR/Cas9-edited HPV16/18 E6/E7 Plasmid,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4724882
tp53,GENE_OR_GENE_PRODUCT,40280031,40280031,2025-08-18 16:17:03.055,C0079419,TP53 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079419
arid1a,GENE_OR_GENE_PRODUCT,40280031,40280031,2025-08-18 16:17:03.055,C1420251,ARID1A gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1420251
ags cells,CELL,40280031,40280031,2025-08-18 16:17:03.055,C2703094,AGS-003,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2703094
tsg,GENE_OR_GENE_PRODUCT,40280031,40280031,2025-08-18 16:17:03.055,C1421245,TWSG1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1421245
p53,GENE_OR_GENE_PRODUCT,40280031,40280031,2025-08-18 16:17:03.055,C0080055,Protein p53,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0080055
gastric adenocarcinoma,CANCER,40280031,40280031,2025-08-18 16:17:03.055,C0278701,Gastric Adenocarcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0278701
humans stomach neoplasms,ORGANISM,40279682,40279682,2025-08-18 16:17:03.298,,,,
neoplasm,CANCER,40279682,40279682,2025-08-18 16:17:03.298,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
dna,CELLULAR_COMPONENT,40279682,40279682,2025-08-18 16:17:03.298,C0012854,DNA,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012854
neoplastic cell line,CELL,40279682,40279682,2025-08-18 16:17:03.298,,,,
tumor,CANCER,40279682,40279682,2025-08-18 16:17:03.298,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancer,CANCER,40279682,40279682,2025-08-18 16:17:03.298,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
tet2,GENE_OR_GENE_PRODUCT,40279682,40279682,2025-08-18 16:17:03.298,C1825692,TET2 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1825692
solid tumors,CANCER,40279682,40279682,2025-08-18 16:17:03.298,C0280100,Solid Neoplasm,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0280100
patz1,GENE_OR_GENE_PRODUCT,40279682,40279682,2025-08-18 16:17:03.298,C1826545,PATZ1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1826545
wtip,GENE_OR_GENE_PRODUCT,40279682,40279682,2025-08-18 16:17:03.298,C1538114,WTIP gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1538114
pp2a,GENE_OR_GENE_PRODUCT,40279682,40279682,2025-08-18 16:17:03.298,C5450315,PP2a-protector,GO,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5450315
t308,GENE_OR_GENE_PRODUCT,40279682,40279682,2025-08-18 16:17:03.298,,,,
akt,GENE_OR_GENE_PRODUCT,40279682,40279682,2025-08-18 16:17:03.298,C0164786,Proto-Oncogene Proteins c-akt,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0164786
akt-dependent,GENE_OR_GENE_PRODUCT,40279682,40279682,2025-08-18 16:17:03.298,,,,
akt-pt308,GENE_OR_GENE_PRODUCT,40279682,40279682,2025-08-18 16:17:03.298,,,,
patients,ORGANISM,40279682,40279682,2025-08-18 16:17:03.298,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
gcs,CELL,40279682,40279682,2025-08-18 16:17:03.298,C1690444,GCS-100,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1690444
